runner_name,gender,elo,rank
guillaume bossard,M,207.18578737320715,2962
katie roberts,F,207.18328023348087,2509
thomas bowdey,M,207.07139242483893,2963
adam rasmussen,M,206.73199450764784,2964
brock baker,M,206.6850843143355,2965
stacy martinez,F,206.49087461288056,2510
kaja silic,F,206.30056403184037,2511
merlina castro,F,206.2974157569792,2512
san martin laura frances,F,205.94942437224873,2513
christian broillet,M,205.86648789891714,2966
steve dekoker,M,205.7378906447635,2967
rachowska jagoda gilewicz,F,205.53755870610556,2514
kate gaffney,F,205.49063970266565,2515
alan metcalfe,M,205.47573194788316,2968
morgane dumollard,F,205.46530672664875,2516
stephanie estrada,F,205.11091486490483,2517
randi larson,F,205.01868416738444,2518
chelsea britton,F,204.97876273038196,2519
kc kennedy,F,204.78890349198556,2520
lilian derivaz,M,204.77919894703942,2969
dior marone,F,204.7687761360728,2521
jessica mcbride,F,204.689909526734,2522
linnea sherman,F,204.45156408668947,2523
jason mcroy,M,204.3282493512135,2970
xiaoyu song,F,204.16112362390783,2524
mark luetke,M,203.87251109846216,2971
alexandre sevin,M,203.79734180098995,2972
danae diehm,F,203.77437676233308,2525
adam turville,M,203.75672617267716,2973
kevin herreman,M,203.66985052441814,2974
mariia kolpakova,F,203.25507338068292,2526
kayo katsumura,F,203.17531436566637,2527
heinz sven ritschard,M,203.16861031362276,2975
matt benson,M,203.14003173014908,2976
sebastien giraud,M,203.1007665191972,2977
karl mulligan,M,203.0610030696493,2978
souadia blain,F,203.05044844843948,2528
angelika hahn,F,203.03497475140256,2529
kristian joergensen,M,202.71696699271092,2979
michele bousquet,F,202.70206052029837,2530
wim bastiaens,M,202.57543862694152,2980
leah genth,F,202.4080501192156,2531
christopher michelau,M,202.34573892109825,2981
emily clay,F,202.08108648743112,2532
alex zhang,M,202.02130389097783,2982
masataka umemoto,M,201.96349468100638,2983
flemming sondergaard,M,201.94769055775535,2984
katie debski,F,201.92740670898775,2533
josh jacobs,M,201.7729300400394,2985
ashley paintner,F,201.74562277162823,2534
tayler mcbee,F,201.73229211804045,2535
angelika eckl,F,201.55510827439082,2536
till brunecker,M,201.3377845933042,2986
erin frizzell,F,201.28318723420236,2537
travis mcquivey,M,201.18621360903782,2987
lekhotla pulinyana,M,200.92744605324373,2988
charlie freed,M,200.8781499795193,2989
heidi lindroth,F,200.78571791659442,2538
nathan dickson,M,200.32982443243603,2990
kumiko redpath,F,200.22489818473025,2539
louise guitton,F,200.2208300643432,2540
david simmen,M,200.0637265320254,2991
corey haygood,M,200.02244544369475,2992
pierre-marie bohelay,M,199.98149821010531,2993
vasileios paschalidis,M,199.97057629830468,2994
jack meyer,M,199.7548093889076,2995
kristopher koch,M,199.73470659712078,2996
emmanuelle loni,F,199.72042586215886,2541
leonard fillman,M,199.24389975907755,2997
wesley ross,M,199.16027710723512,2998
andrea olive,F,199.12609271521694,2542
calvo julien olivar,M,199.08585655501153,2999
daniel gordon,M,198.91716802627684,3000
stephanie konvalin,F,198.77087620201206,2543
mary waterfield,F,198.76656987228785,2544
jonathan fowlkes,M,198.74976067204085,3001
drew castle,M,198.67958247205613,3002
thomas franke,M,198.67348962341856,3003
sophia vetta,F,198.52912468918595,2545
carrie sechel,F,198.48989353069527,2546
coca pau benejam,M,198.38286249260378,3004
catherine bowers,F,198.3274104088207,2547
esteban garcía,M,198.30765268640562,3005
becca roelofs,F,198.03129334999093,2548
vishal sahni,M,198.00396986955363,3006
dolma gely,F,197.91160536343713,2549
daniela mascarucci,F,197.84805236592592,2550
harm wiegers,M,197.8124681420078,3007
kirsten miller,F,197.70222090454632,2551
david harris,M,197.65820232415913,3008
lucas onan,M,197.60659234630643,3009
serkan sokmenli,M,197.53625876812055,3010
lindsay taylor,F,197.31679501670732,2552
ryan ramsby,M,197.2513771864413,3011
matthew garcia,M,197.22580033067746,3012
helder gouveia,M,197.18578737320715,3013
dina petit,F,197.18328023348087,2553
aaron westlake,M,197.07139242483893,3014
ethan morton,M,196.73199450764784,3015
john sharp,M,196.6850843143355,3016
lajuan ellis,F,196.49087461288056,2554
pantea ildiko,F,196.30056403184037,2555
katey morton,F,196.2974157569792,2556
camacho zoraida camacho,F,195.94942437224873,2557
thomas gaillard,M,195.86648789891714,3017
thomas race,M,195.7378906447635,3018
barrena patricia sarabia,F,195.53755870610556,2558
tiffany ferguson,F,195.49063970266565,2559
sarah dunn,F,195.46530672664875,2560
deirdre keane,F,195.11091486490483,2561
sarah stangl,F,195.01868416738444,2562
dew neena kalsi,F,194.97876273038196,2563
sarah gilligan,F,194.7889034919856,2564
oliver thompson,M,194.77919894703942,3019
silvia sousa,F,194.7687761360728,2565
leonie ton,F,194.689909526734,2566
leigha bohn,F,194.45156408668947,2567
hellah sidibe,M,194.3282493512135,3020
max fulton,M,194.3088743306307,3021
elisabeth richter,F,194.16112362390783,2568
patrick harris,M,193.87251109846216,3022
yohan giraud,M,193.79734180098995,3023
julia patridge,F,193.77437676233308,2569
christoffersen townsend,M,193.75672617267716,3024
nick mastrodemos,M,193.69808463349077,3025
mike collins,M,193.44269635710225,3026
mamala annah maponya,F,193.25507338068292,2570
tsumugi ide,F,193.17531436566637,2571
levi buchler,M,193.16861031362276,3027
vu tran,M,193.14003173014908,3028
nicolas peters,M,193.1007665191972,3029
nick turner,M,193.0610030696493,3030
klara burdova,F,193.05044844843948,2572
claudia martinez,F,193.03497475140256,2573
arnaud colloud,M,192.777240656095,3031
guerra santi puig,M,192.71696699271092,3032
tero yli-kyyny,M,192.57543862694152,3033
rebecca payne,F,192.4080501192156,2574
keegan leary,M,192.34573892109825,3034
yung hae cho,F,192.08108648743112,2575
frank howatt,M,192.02130389097783,3035
hans van horn,M,191.94769055775535,3036
becca frager,F,191.92740670898775,2576
carolyn miller,F,191.74562277162823,2577
dominique rubalcava,F,191.73229211804045,2578
soyoung park,F,191.55510827439082,2579
matt krahl,M,191.3377845933042,3037
jose mendez,M,191.18621360903782,3038
prince chiposiwa,M,190.92744605324373,3039
mark kidd,M,190.8781499795193,3040
vilma koskinen,F,190.78571791659442,2580
luc figuiere,M,190.66984757583504,3041
adam arms,M,190.32982443243603,3042
katelyn johnson,F,190.22489818473025,2581
pamela gerard,F,190.2208300643432,2582
beguin beguin,M,190.0637265320254,3043
nate nutter,M,190.02244544369475,3044
bronson fiore,M,189.97057629830468,3045
alan george,M,189.7548093889076,3046
max goff,M,189.73470659712078,3047
lea filippi,F,189.72042586215886,2583
davey harrison,M,189.24389975907755,3048
spencer tippets,M,189.16027710723512,3049
mauricio puerto,M,188.91716802627684,3050
jessica miller,F,188.76656987228785,2584
adam bellomy,M,188.74976067204085,3051
maarten oosterbaan,M,188.67958247205613,3052
blandon prowse,M,188.67348962341856,3053
pegah conk,F,188.52912468918595,2585
kassi wilkerson,F,188.48989353069527,2586
lloret marc pedro,M,188.38286249260378,3054
bobbie coffman,F,188.3274104088207,2587
talia goodkin,F,188.03129334999093,2588
daniel wilson,M,188.00396986955363,3055
clara sellez,F,187.91160536343713,2589
john andrew,M,187.8900418710921,3056
stahli sandra steiner,F,187.84805236592592,2590
binay sah,M,187.8124681420078,3057
claire gomba,F,187.70222090454632,2591
david bresnahan,M,187.60659234630643,3058
richard edwards,M,187.53625876812055,3059
ryan bailey,M,187.35166529732874,3060
elena yeomans,F,187.31679501670732,2592
christof teuscher,M,187.2513771864413,3061
paul butzi,M,187.22580033067746,3062
lorenzo pires henrique di,M,187.18578737320715,3063
skaar camilla sofie haukeberg,F,187.18328023348087,2593
jerry suo,M,187.07139242483893,3064
daniel buettner,M,186.8526743867584,3065
luke morrissey,M,186.6850843143355,3066
dean kang,M,186.60939715475132,3067
andi smith,F,186.49087461288056,2594
barbara tassani-prell,F,186.30056403184037,2595
mila olson,F,186.2974157569792,2596
chiara paulina schwarz,F,185.94942437224873,2597
daniel plaisance,M,185.86648789891714,3068
ben miller,M,185.73789064476347,3069
paula pita,F,185.53755870610556,2598
lauren watson,F,185.49063970266565,2599
elia corso,M,185.47573194788316,3070
denise hofmeister,F,185.46530672664875,2600
kelly bergkessel,F,185.11091486490483,2601
karen bonnett-natraj,F,185.01868416738444,2602
michaela merrill,F,184.97876273038196,2603
charlotte flower,F,184.7889034919856,2604
jerome courtillat,M,184.77919894703942,3071
soumina ciccarelli,F,184.7687761360728,2605
sameena van der mijden,F,184.689909526734,2606
alexis granneau,M,184.6360880651846,3072
jade thomas,F,184.45156408668947,2607
chris shughrue,M,184.3282493512135,3073
louise wildermeers,F,184.16112362390783,2608
randall meyer,M,183.87251109846216,3074
melanie zinser,F,183.77437676233308,2609
elliott marsden,M,183.75672617267716,3075
adam bertolet,M,183.69808463349077,3076
nieto jordi balaguero,M,183.66985052441814,3077
warren johnson,M,183.49355382761652,3078
ana maria mares,F,183.42421308366232,2610
catherine malungane,F,183.25507338068292,2611
chisaki sato,F,183.17531436566637,2612
peter buchler,M,183.16861031362276,3079
constantin hubert,M,183.1007665191972,3080
garland days,M,183.0610030696493,3081
wyatt davis,F,183.05044844843948,2613
closas clara bozzo,F,183.03497475140256,2614
thunder lui,M,182.71696699271092,3082
mack carlson,M,182.6375396625657,3083
gasrearena yerai lopez,M,182.57543862694152,3084
trina boisvenue,F,182.4080501192156,2615
lee hunt,M,182.34573892109825,3085
jana veliskova,F,182.08108648743112,2616
masato mizukoshi,M,181.96349468100638,3086
emily schoenhoff,F,181.92740670898775,2617
sharon wohl,F,181.74562277162823,2618
cheryl cottine,F,181.73229211804045,2619
dan boyle,M,181.59476997792032,3087
fernandez beatriz alvarez,F,181.55510827439082,2620
joseph cossey,M,181.34175995813388,3088
olaf koch,M,181.3377845933042,3089
sara robertson,F,181.28318723420236,2621
jaden deason,M,181.18621360903782,3090
rory scheffer,M,180.92744605324373,3091
dylan cramer,M,180.8781499795193,3092
kristina nobel,F,180.78571791659442,2622
romain maurel,M,180.66984757583504,3093
adnan muranovic,M,180.32982443243603,3094
dave heller,M,180.28446802664274,3095
simone valentin austin,F,180.22489818473025,2623
laure pion,F,180.2208300643432,2624
axel wiss,M,180.0637265320254,3096
brian jefferson,M,180.02244544369475,3097
joshua ferguson,M,179.97057629830468,3098
ted moore,M,179.7548093889076,3099
ron bauer,M,179.73470659712078,3100
delphine etourneux,F,179.72042586215886,2625
robert carter,M,179.49176229282367,3101
michael rodriguez,M,179.24389975907755,3102
carl tippets,M,179.16027710723512,3103
lucy slovon,F,179.12609271521694,2626
elliott beach,M,178.91716802627684,3104
taylor earley,F,178.76656987228785,2627
chris shepherd,M,178.74976067204085,3105
jason hammond,M,178.67958247205613,3106
ronald terry,M,178.67348962341856,3107
kota minegishi,M,178.6352848282346,3108
alexandria cremer,F,178.52912468918595,2628
ellie skoe,F,178.48989353069527,2629
sanchez marcos falcon,M,178.38286249260378,3109
heather basch,F,178.3274104088207,2630
sebastian pleintinger,M,178.30765268640562,3110
rebecca hathaway,F,178.03129334999093,2631
carter williams,M,178.00396986955363,3111
colten mccormick,M,177.8900418710921,3112
tina gertsch,F,177.84805236592592,2632
jeremy goguet,M,177.84628955397625,3113
pablo barnes,M,177.8124681420078,3114
jennifer hill,F,177.70222090454632,2633
banfield walter henry,M,177.60659234630643,3115
elmar tomberger,M,177.53625876812055,3116
jessica kuhn,F,177.31679501670732,2634
bobby gray,M,177.25137718644132,3117
larry swartz,M,177.22580033067746,3118
kathy travnicek,F,177.2064605576214,2635
david bailly,M,177.18578737320715,3119
christina etz,F,177.18328023348087,2636
ismael macias,M,177.07139242483893,3120
jason keith,M,176.73199450764784,3121
ryan hewitt,M,176.6850843143355,3122
paula ludwick,F,176.49087461288056,2637
petra novakova,F,176.30056403184037,2638
perez cristina sanchez,F,175.94942437224873,2639
gunnar kingo,M,175.86648789891714,3123
regina fernandes,F,175.53755870610556,2640
sabrina donohue,F,175.49063970266562,2641
zaldivar celia lopez,F,175.46530672664875,2642
megan tattersall,F,175.11091486490483,2643
andrea moore,F,175.07916969817126,2644
heather johnson,F,175.01868416738444,2645
jaclyn panylyk,F,174.978762730382,2646
madison seegmiller,F,174.7889034919856,2647
hugo guiroux,M,174.77919894703942,3124
fabienne marc,F,174.7687761360728,2648
arenda konnecke,F,174.689909526734,2649
gillian wilcox,F,174.45156408668947,2650
gary bowen,M,174.3282493512135,3125
yasmin ainkaran,F,174.16112362390783,2651
derrick morford,M,173.87251109846216,3126
marco emmanuel di,M,173.79734180098995,3127
amanda mullen,F,173.77437676233308,2652
john trudelle,M,173.75672617267716,3128
van truong,M,173.69808463349077,3129
timothy vorhoff,M,173.44269635710225,3130
herrera sergio amaya,M,173.35457371213786,3131
michelle spies,F,173.25507338068292,2653
fumiko ohtsu,F,173.17531436566637,2654
daniel richina,M,173.16861031362276,3132
jacob sheetz-willard,M,173.1468283109348,3133
zachary fabian,M,173.14003173014908,3134
william baldwin,M,173.0610030696493,3135
marialuisa tagliapietra,F,173.05044844843948,2655
katarzyna orzechowska,F,173.03497475140256,2656
fabien contré,M,172.777240656095,3136
julien absalon,M,172.71696699271092,3137
benedicto lluis salcedo,M,172.57543862694152,3138
akiko ikegami,F,172.4080501192156,2657
matt patterson,M,172.34573892109825,3139
yuka atsumi,F,172.08108648743112,2658
scott gerdzunas,M,172.02130389097783,3140
verity breen,F,171.9772421206098,2659
jeremy white,M,171.96349468100638,3141
joshua eddy,M,171.94769055775535,3142
vicky oswald,F,171.92740670898775,2660
daisey henson,F,171.74562277162823,2661
jen stagner,F,171.73229211804045,2662
sabine froment,F,171.55510827439082,2663
fabian schulmeister,M,171.3377845933042,3143
mallory lefkowitz,F,171.28318723420236,2664
andrei taraschuk,M,171.18621360903782,3144
sanele sibisi,M,170.92744605324373,3145
joel hahn,M,170.8781499795193,3146
margaret williams,F,170.78571791659442,2665
jack trevail,M,170.66984757583504,3147
jared brockett,M,170.32982443243603,3148
elizabeth russ,F,170.22489818473025,2666
loanne givaudan,F,170.2208300643432,2667
romain monneret,M,170.0637265320254,3149
dave schuneman,M,170.02244544369475,3150
antoine jolicoeur desroches,M,169.97057629830468,3151
brad helmick,M,169.7548093889076,3152
jared chrzanowski,M,169.73470659712078,3153
mathilde alle,F,169.72042586215886,2668
brad smith,M,169.24389975907755,3154
scott stoddard,M,169.16027710723512,3155
jonnah angara,F,169.12609271521694,2669
andrew barney,M,168.91716802627684,3156
tia kohs,F,168.76656987228785,2670
jonathan edwards,M,168.74976067204085,3157
jeffrey czajka,M,168.67958247205615,3158
kelly hedges,F,168.52912468918595,2671
kylee wiscombe,F,168.48989353069527,2672
arroyo serapio nacar,M,168.38286249260378,3159
kellie hart,F,168.3274104088207,2673
fernando pazos,M,168.30765268640562,3160
kathie walters,F,168.03129334999093,2674
doug seaver,M,168.00396986955363,3161
tiziana franzetti,F,167.84805236592592,2675
karel splýtek,M,167.8124681420078,3162
katie vandorp,F,167.70222090454632,2676
mike veilleux,M,167.60659234630643,3163
kris verbiest,M,167.53625876812055,3164
jack cartwright,M,167.46574740405487,3165
hannah hoetmer,F,167.31679501670732,2677
marc henn,M,167.22580033067746,3166
quentin matz,M,167.18578737320715,3167
arianna zanchi,F,167.18328023348087,2678
shane teragawa,M,167.07139242483893,3168
brandon archibald,M,166.8526743867584,3169
edward quinn,M,166.73199450764784,3170
daniel katz,M,166.6850843143355,3171
caroline morrison,F,166.49087461288056,2679
michaela potancokova,F,166.30056403184037,2680
ia yang,F,166.2974157569792,2681
henri lehkonen,M,166.22929385528587,3172
leanne rive,F,165.94942437224873,2682
markus gasser,M,165.86648789891714,3173
bjorn syse,M,165.7378906447635,3174
ruth huber,F,165.58387864788415,2683
aurelie magenti,F,165.53755870610556,2684
candice lanzoni,F,165.49063970266565,2685
davide gioetto,M,165.47573194788316,3175
roxana gabriela dirvareanu,F,165.46530672664875,2686
kristin bradfield,F,165.11091486490483,2687
heidi puckett,F,165.01868416738444,2688
heather friesen,F,164.978762730382,2689
jérémie boillat,M,164.77919894703942,3176
jebbink monique stolk,F,164.7687761360728,2690
bindu juneja,F,164.689909526734,2691
bastien peres,M,164.6360880651846,3177
addie streble,F,164.45156408668947,2692
der kooi anne lotte van,F,164.16112362390783,2693
adam seaman,M,163.87251109846216,3178
thomas chappaz,M,163.79734180098995,3179
regina webb,F,163.77437676233308,2694
lane outz,M,163.75672617267716,3180
mathieu deborne,M,163.66985052441814,3181
lisa collett,F,163.25507338068292,2695
akiko sato,F,163.17531436566637,2696
diego rodriguez,M,163.16861031362276,3182
thibault pesenti,M,163.1007665191972,3183
alan stretton,M,163.0610030696493,3184
pacchiotti maria belen,F,163.05044844843948,2697
marie kreft,F,163.03497475140256,2698
matthew crehan,M,162.777240656095,3185
yu heng chiu,M,162.71696699271092,3186
ibai goni,M,162.57543862694152,3187
jana digiovanni,F,162.4080501192156,2699
tabatha collins,F,162.08108648743112,2700
kenneth ralston,M,162.02130389097783,3188
hidenori muramatsu,M,161.96349468100638,3189
abigail scott,F,161.92740670898775,2701
angela sanford,F,161.74562277162823,2702
ashley oxton,F,161.73229211804045,2703
olivia taylor,F,161.55510827439082,2704
dusan murco,M,161.3377845933042,3190
emily keddie,F,161.28318723420236,2705
chris robbins,M,161.18621360903782,3191
jeffrey maobankwe,M,160.92744605324373,3192
joseph burchard,M,160.8781499795193,3193
regula lacher,F,160.78571791659442,2706
h christophe lozac,M,160.66984757583504,3194
neil mcmanaway,M,160.57369126821857,3195
andy sutterfield,M,160.32982443243603,3196
christina krchnavy,F,160.22489818473025,2707
clemence garcia,F,160.2208300643432,2708
anthony gentizon,M,160.0637265320254,3197
todd schultz,M,160.02244544369475,3198
brian king,M,159.97057629830468,3199
philipp cesana,M,159.73470659712078,3200
laurence lacotte,F,159.72042586215886,2709
iain wallace,M,159.24389975907755,3201
carson lund,M,159.16027710723512,3202
kelsey robinson,F,159.12609271521694,2710
tim drummond,M,158.91716802627684,3203
jojo cheng,F,158.76656987228785,2711
chris delaney,M,158.74976067204085,3204
scott quirico,M,158.67958247205613,3205
tyler fakeley,M,158.67348962341856,3206
nancy hancock,F,158.52912468918595,2712
deana piotrowski,F,158.48989353069527,2713
lynn difiore,F,158.3274104088207,2714
macho jose antonio guillen,M,158.30765268640562,3207
angela delahoz,F,158.03129334999093,2715
miguel pena,M,158.00396986955363,3208
brandon head,M,157.8900418710921,3209
chantal pernet,F,157.84805236592592,2716
benjamin kuang,M,157.8124681420078,3210
xan borseth,F,157.70222090454632,2717
taylor woodbury,M,157.60659234630643,3211
martin schunack,M,157.53625876812055,3212
jaime holt,F,157.48337352660423,2718
kaitie sloan,F,157.31679501670732,2719
kameron harder,M,157.2513771864413,3213
jeff wilson,M,157.22580033067746,3214
rutger beke,M,157.18578737320715,3215
sonia klein,F,157.18328023348087,2720
jose pelayo,M,157.07139242483893,3216
adam vojta,M,156.8526743867584,3217
travis mcdonough,M,156.73199450764784,3218
jonathan mills,M,156.6850843143355,3219
dee cajiuat,F,156.49087461288056,2721
anita kolenc,F,156.30056403184037,2722
ka xiong,F,156.2974157569792,2723
munoz gemma cadafalch,F,155.94942437224873,2724
liam tryon,M,155.87219298017516,3220
beat karrer,M,155.86648789891714,3221
charles edgecombe,M,155.7378906447635,3222
melanie gouret,F,155.49063970266565,2725
anthony laubal,M,155.47573194788316,3223
anna cressler,F,155.46530672664875,2726
rebecca umstot,F,155.11091486490483,2727
berenice hernandez,F,155.01868416738444,2728
elise pullar,F,154.978762730382,2729
matthieu buelens,M,154.77919894703942,3224
sylvie koehler,F,154.7687761360728,2730
dorian louvet,M,154.6360880651846,3225
jenny heglund,F,154.45156408668947,2731
ben kaczmarski,M,154.3282493512135,3226
lenka flasarova,F,154.16112362390783,2732
tyler kempkes,M,153.87251109846216,3227
antoine vial,M,153.79734180098995,3228
stacey buckley,F,153.77437676233308,2733
jesse reebel,M,153.75672617267716,3229
alex kamages,M,153.69808463349077,3230
miguez jose carlos meno,M,153.66985052441814,3231
eli wininger,M,153.44269635710225,3232
corne prinsloo,F,153.25507338068292,2734
ayano yamamoto,F,153.17531436566637,2735
marcin wojtas,M,153.16861031362276,3233
colby jones,M,153.14003173014908,3234
rémi boulouys,M,153.1007665191972,3235
richard moore,M,153.0610030696493,3236
ana carolina gareis,F,153.0504484484395,2736
delm tara van,F,153.03497475140256,2737
pierre-arnaud bourguenolle,M,152.777240656095,3237
leo roblin,M,152.71696699271092,3238
noah regnier,M,152.6375396625657,3239
sid farid tayeb,M,152.57543862694152,3240
melody cox,F,152.4080501192156,2738
takuya wakaoka,M,151.96349468100638,3241
brandon crews,M,151.94769055775535,3242
sidney kalin,F,151.74562277162823,2739
manon messen,F,151.55510827439082,2740
daniel holzknecht,M,151.3377845933042,3243
rita krantz,F,151.28318723420236,2741
mark appling,M,151.18621360903782,3244
florence margueritte,F,151.02623043076423,2742
nkosingiphile ntuli,M,150.92744605324373,3245
nathan schingoethe,M,150.8781499795193,3246
lena wilhelm,F,150.78571791659442,2743
jerome cesses,M,150.66984757583504,3247
rick hollenbaugh,M,150.32982443243603,3248
clementine moreau,F,150.2208300643432,2744
vincent seznec,M,150.0637265320254,3249
roy quinn,M,150.02244544369475,3250
marcus sacchetti,M,149.7548093889076,3251
jason stapley,M,149.73470659712075,3252
claire salomez,F,149.72042586215886,2745
gabriel mathis,M,149.24389975907755,3253
daniel tindall,M,149.16027710723512,3254
amy suffecool,F,149.12609271521694,2746
martha wright,F,148.76656987228785,2747
justin moreng,M,148.74976067204085,3255
martin salter,M,148.67958247205613,3256
chloe huggins,F,148.52912468918595,2748
sirisha komakula,F,148.48989353069527,2749
der zon robin van,M,148.38286249260378,3257
ruthanne hamrick,F,148.3274104088207,2750
velasco alberto hebrero,M,148.30765268640562,3258
john paul ogden,M,148.0039698695536,3259
selina muller,F,147.84805236592592,2751
kelly macdonald,F,147.70222090454632,2752
mitja črnčec,M,147.53625876812055,3260
evangelyn willrodt,F,147.31679501670732,2753
david mcclaren,M,147.2513771864413,3261
william hoffmann,M,147.22580033067746,3262
ricardo batista,M,147.18578737320715,3263
neves amandine carreira,F,147.18328023348087,2754
adam burke,M,147.07139242483893,3264
logan bashford,M,146.8526743867584,3265
cameron morales,F,146.49087461288056,2755
ildiko damian,F,146.30056403184037,2756
paulina benner,F,146.2974157569792,2757
rosa maria mateos,F,145.94942437224873,2758
lesly bove,M,145.86648789891714,3266
greg penner,M,145.7378906447635,3267
maria sa,F,145.53755870610556,2759
marion ollier,F,145.49063970266565,2760
massimo campagnola,M,145.47573194788316,3268
nadezda dhadiala,F,145.11091486490483,2761
katelyn st. sauveur,F,145.01868416738444,2762
capponi natalia matamala,F,144.978762730382,2763
piotr chadovich,M,144.96780829087163,3269
becka downard,F,144.7889034919856,2764
philippe brun,M,144.77919894703942,3270
gwennaig runavot,F,144.7687761360728,2765
pierre louis haas,M,144.6360880651846,3271
katherine vaux,F,144.45156408668947,2766
cody jackson,M,144.3282493512135,3272
kotulkova sona hrabec,F,144.16112362390783,2767
reed mcintyre,M,143.87251109846216,3273
clement girard,M,143.79734180098995,3274
brit kocman,F,143.77437676233308,2768
john chapman,M,143.75672617267716,3275
david barkdull,M,143.69808463349077,3276
nicolas marcel,M,143.66985052441814,3277
jason baum,M,143.44269635710225,3278
ferne kalamer,F,143.25507338068292,2769
eri kita,F,143.17531436566637,2770
raphael loher,M,143.16861031362276,3279
steve nash,M,143.14003173014908,3280
ludovic manaud,M,143.1007665191972,3281
aidan canavan,M,143.0610030696493,3282
helio fumo,M,142.777240656095,3283
luciano pilatti,M,142.71696699271092,3284
adam heiser,M,142.6375396625657,3285
alexandre lebas,M,142.57543862694152,3286
german verduzco,M,142.34573892109825,3287
john parks,M,142.02130389097783,3288
yusuke ito,M,141.96349468100638,3289
shawn mcdermott,M,141.94769055775535,3290
lydia schrandt,F,141.91659624192624,2771
maya hena,F,141.74562277162823,2772
jessica sampson,F,141.73229211804045,2773
clara burchi,F,141.55510827439082,2774
richard barnes,M,141.3377845933042,3291
aubree reichel,F,141.28318723420236,2775
cole hoffman,M,141.18621360903782,3292
alistair smith,M,140.92744605324373,3293
"xue hui, claire tang",F,140.78571791659442,2776
dennis retardo,M,140.66984757583504,3294
adam john iverson,M,140.32982443243603,3295
marion rouvet,F,140.2208300643432,2777
arnaud stein,M,140.0637265320254,3296
abby reinholt,F,140.04787668906317,2778
michael roberts,M,140.02244544369475,3297
kyle peterson,M,139.97057629830468,3298
shavinder singh,M,139.7548093889076,3299
zachary white,M,139.73470659712075,3300
coraline capelle,F,139.72042586215886,2779
jeremy mathis,M,139.24389975907755,3301
marc davis,M,139.16027710723512,3302
natalie meador,F,139.12609271521694,2780
tomio suyama,M,138.91716802627684,3303
caitlin martin,F,138.76656987228785,2781
jt gasper,M,138.74976067204085,3304
yoshio otaki,M,138.67958247205613,3305
reid allred,M,138.67348962341856,3306
arrah la bolle,F,138.52912468918595,2782
ariel jolley,F,138.48989353069527,2783
carrato felipe gonzalez,M,138.38286249260378,3307
grace sims,F,138.3274104088207,2784
pelaez nelson madarnas,M,138.30765268640562,3308
jenn hoadley,F,138.03129334999093,2785
jose samaniego,M,138.0039698695536,3309
keith pitman,M,137.8900418710921,3310
sofia wackling,F,137.84805236592592,2786
daniel humble,M,137.6065923463064,3311
roman kysela,M,137.53625876812055,3312
jamie smith,F,137.31679501670732,2787
rylan phillips,M,137.2513771864413,3313
miles willett,M,137.22580033067746,3314
francois-baptiste schatz,M,137.18578737320715,3315
ewelina kowalik,F,137.18328023348087,2788
stuart hatlen,M,136.8526743867584,3316
ben parhar,M,136.73199450764784,3317
karen ting,F,136.49087461288056,2789
christina galeazzi,F,136.30056403184037,2790
blia vang,F,136.2974157569792,2791
sabrina orme,F,135.94942437224873,2792
jerome launois,M,135.86648789891714,3318
travis lane,M,135.7378906447635,3319
marie-aline fauville,F,135.53755870610556,2793
yanping zhao,F,135.49063970266565,2794
simone cerulli,M,135.47573194788316,3320
bettina freynhofer,F,135.46530672664875,2795
will fisher,M,135.44059690187672,3321
avery matthews,F,135.11091486490483,2796
nicole ostrom,F,135.01868416738444,2797
macwright carolina rubio,F,134.978762730382,2798
allyson torsak,F,134.7889034919856,2799
robert bopp,M,134.77919894703942,3322
marie verilhac,F,134.7687761360728,2800
gonzalez andres joaquin garcia,M,134.6360880651846,3323
karyn sorenson,F,134.45156408668947,2801
jonathon vizmeg,M,134.3282493512135,3324
carole tavernier,F,134.16112362390783,2802
sarah fergot,F,133.96350341443622,2803
jonathan piland,M,133.87251109846216,3325
lasserre nans bernes,M,133.79734180098995,3326
martine gould,F,133.77437676233308,2804
shad adams,M,133.75672617267716,3327
daniel clodfelter,M,133.69808463349077,3328
lucas delbert,M,133.66985052441814,3329
jeremy hedges,M,133.44269635710225,3330
lizel oldewage,F,133.25507338068292,2805
chizuko oosawa,F,133.17531436566637,2806
lachlan smeed,M,133.16861031362276,3331
sean danaher,M,133.14003173014908,3332
simon berland,M,133.1007665191972,3333
zachary schreiber,M,133.0610030696493,3334
minako asai,F,133.0504484484395,2807
char kuperstein,F,132.88475137149703,2808
diego tales,M,132.777240656095,3335
desvaux de marigny simon simon,M,132.71696699271092,3336
robert chacon,M,132.6375396625657,3337
vitor almeida,M,132.57543862694152,3338
jenny maier,F,132.4080501192156,2809
todd logan,M,132.34573892109825,3339
iris cooper,F,132.08108648743112,2810
eric allen,M,132.02130389097783,3340
ryo hikichi,M,131.96349468100638,3341
jesse peragine,M,131.94769055775535,3342
zoey mclarty,F,131.92740670898775,2811
gabriella brinkley,F,131.55510827439082,2812
taborga marcos almiron,M,131.3377845933042,3343
miles victors,M,131.1862136090378,3344
wandisile nongodlwana,M,130.92744605324373,3345
travis redden,M,130.8781499795193,3346
eva behrmann,F,130.78571791659442,2813
jerome lacombe,M,130.66984757583504,3347
brian potwin,M,130.32982443243603,3348
